epoch,step,val/Dynamic/BACKGROUND,val/Dynamic/CAR,val/Dynamic/Mean,val/Dynamic/OTHER_VEHICLES,val/Dynamic/PEDESTRIAN,val/Dynamic/WHEELED_VRU,val/EPE_BS,val/EPE_FD,val/EPE_FS,val/IoU,val/Static/BACKGROUND,val/Static/CAR,val/Static/Mean,val/Static/OTHER_VEHICLES,val/Static/PEDESTRIAN,val/Static/WHEELED_VRU,val/Three-way
0,0,nan,0.12572486698627472,0.18557094037532806,0.2090398073196411,0.2297278642654419,0.17779125273227692,0.00477928202599287,0.07636797428131104,0.01351962797343731,0.7429938912391663,0.004683776292949915,0.012337284162640572,0.011209582909941673,0.017054351046681404,0.011305715888738632,0.010666786693036556,0.031555626541376114
